# INFORM,IMP. + VOLT
1485	0	1	
1486	0	1	
1487	0	1	
1488	0	1	
1489	0	1	
1490	0	1	
1491	0	1	
1492	0	1	
1493	0	1	
1494	0	1	
1495	0	1	
1496	0	1	
1497	0	1	
1498	0	1	
1499	0	1	
1500	0	1	
1501	0	1	
1502	0	1	
1503	0	1	
1504	0	1	
1505	0	1	
1506	0	1	
1507	0	1	
1508	0	1	
1509	0	1	
1510	0	1	
1511	0	1	
1512	0	1	
1513	0	1	
1514	0	1	
1515	0	1	
1516	0	1	
1517	0	1	
1518	0	1	
1519	0	1	
1520	0	1	
1521	0	1	
1522	0	1	
1523	0	1	
1524	0	1	
1525	0	1	
1526	0	1	
1527	0	1	
1528	0	1	
1529	0	1	
1530	0	1	
1531	0	1	
1532	1	507	szerződik  volt.  ||
1533	0	1	
1534	0	1	
1535	0	1	
1536	0	1	
1537	0	1	
1538	0	1	
1539	0	1	
1540	0	1	
1541	0	1	
1542	1	1956	kér  volt 
1543	0	1	
1544	0	1	
1545	0	1	
1546	0	1	
1547	0	1	
1548	0	1	
1549	2	2057	mond  wolth ,Bezelik  volth  ||
1550	0	1	
1551	0	1	
1552	0	1	
1553	1	1082	bíztatja  volt;  ||
1554	0	1	
1555	0	1	
1556	0	1	
1557	1	2797	magyarázhat  volt,  ||
1558	1	6358	kérdez  volt 
1559	2	7806	idejé  volt.  ||,akaryak  wolt 
1560	3	4899	esmerőm  volt  ||, mondják  volt ,mondja volt:  ||
1561	0	1	
1562	0	1	
1563	0	1	
1564	0	1	
1565	0	1	
1566	0	1	
1567	0	1	
1568	0	1	
1569	0	1	
1570	1	2722	alaJẅ  volt  ||
1571	0	1	
1572	0	1	
1573	0	1	
1574	0	1	
1575	0	1	
1576	0	1	
1577	0	1	
1578	0	1	
1579	0	1	
1580	0	1	
1581	0	1	
1582	0	1	
1583	0	1	
1584	0	1	
1585	0	1	
1586	2	1359	Egetnek  volt, ,tagadiak  volt  ||
1587	0	1	
1588	0	1	
1589	0	1	
1590	1	6882	talal  wolt 
1591	2	5367	ker  volt ,iltemben  wolt@ 
1592	1	3249	viszi  volt 
1593	1	2750	jü  uolt,  ||
1594	0	1	
1595	0	1	
1596	0	1	
1597	0	1	
1598	0	1	
1599	0	1	
1600	0	1	
1601	0	1	
1602	0	1	
1603	0	1	
1604	0	1	
1605	0	1	
1606	0	1	
1607	0	1	
1608	0	1	
1609	0	1	
1610	0	1	
1611	0	1	
1612	0	1	
1613	0	1	
1614	0	1	
1615	0	1	
1616	0	1	
1617	0	1	
1618	0	1	
1619	0	1	
1620	0	1	
1621	0	1	
1622	0	1	
1623	0	1	
1624	0	1	
1625	0	1	
1626	0	1	
1627	0	1	
1628	0	1	
1629	0	1	
1630	0	1	
1631	0	1	
1632	0	1	
1633	0	1	
1634	0	1	
1635	0	1	
1636	0	1	
1637	0	1	
1638	0	1	
1639	0	1	
1640	0	1	
1641	0	1	
1642	0	1	
1643	0	1	
1644	0	1	
1645	0	1	
1646	0	1	
1647	1	4540	mulatom  volt 
1648	0	1	
1649	0	1	
1650	0	1	
1651	0	1	
1652	0	1	
1653	0	1	
1654	0	1	
1655	0	1	
1656	0	1	
1657	0	1	
1658	0	1	
1659	0	1	
1660	0	1	
1661	0	1	
1662	0	1	
1663	0	1	
1664	0	1	
1665	0	1	
1666	0	1	
1667	0	1	
1668	0	1	
1669	0	1	
1670	0	1	
1671	0	1	
1672	0	1	
1673	0	1	
1674	0	1	
1675	0	1	
1676	0	1	
1677	0	1	
1678	0	1	
1679	0	1	
1680	0	1	
1681	0	1	
1682	0	1	
1683	0	1	
1684	0	1	
1685	0	1	
1686	0	1	
1687	0	1	
1688	0	1	
1689	0	1	
1690	0	1	
1691	0	1	
1692	0	1	
1693	0	1	
1694	0	1	
1695	0	1	
1696	0	1	
1697	0	1	
1698	0	1	
1699	0	1	
1700	0	1	
1701	0	1	
1702	0	1	
1703	0	1	
1704	0	1	
1705	0	1	
1706	0	1	
1707	0	1	
1708	0	1	
1709	0	1	
1710	0	1	
1711	0	1	
1712	0	1	
1713	0	1	
1714	0	1	
1715	0	1	
1716	0	1	
1717	0	1	
1718	0	1	
1719	0	1	
1720	0	1	
1721	0	1	
1722	0	1	
1723	0	1	
1724	0	1	
1725	0	1	
1726	0	1	
1727	0	1	
1728	0	1	
1729	0	1	
1730	0	1	
1731	0	1	
1732	0	1	
1733	0	1	
1734	0	1	
1735	0	1	
1736	0	1	
1737	0	1	
1738	0	1	
1739	0	1	
1740	0	1	
1741	0	1	
1742	0	1	
1743	0	1	
1744	0	1	
1745	0	1	
1746	0	1	
1747	0	1	
1748	0	1	
1749	0	1	
1750	0	1	
1751	0	1	
1752	0	1	
1753	0	1	
1754	0	1	
1755	0	1	
1756	0	1	
1757	0	1	
1758	0	1	
1759	0	1	
1760	0	1	
1761	0	1	
1762	0	1	
1763	0	1	
1764	0	1	
1765	0	1	
1766	0	1	
1767	0	1	
1768	0	1	
1769	0	1	
1770	0	1
1771	1	2001	Takaródzója  vólt
